time,Y_ground_disp,Y_floor_1_abs,Y_floor_2_abs,Y_floor_3_abs,Y_floor_4_abs,Y_floor_5_abs,Y_floor_6_abs,Y_floor_7_abs
0.32,9.6695296e-09,4.7803083406852084e-08,5.5506790571566664e-08,4.2114347205947734e-08,2.9605557171572084e-08,4.2114347205947595e-08,5.550679057156657e-08,4.780308340685208e-08
0.33,1.0451794999999999e-08,3.484107164164639e-08,3.061306109809715e-08,1.5880104709592184e-08,8.479669697252006e-09,1.5880104709592078e-08,3.061306109809711e-08,3.484107164164642e-08
0.34,1.1297167999999999e-08,2.053108842916003e-08,5.482045251757537e-09,-9.723212295949155e-09,-1.1852025382996228e-08,-9.723212295949234e-09,5.482045251757531e-09,2.0531088429160084e-08
0.35000000000000003,1.2180071e-08,5.146679074792989e-09,-1.934005041945341e-08,-3.440825177141545e-08,-3.193716768974737e-08,-3.440825177141548e-08,-1.9340050419453385e-08,5.146679074793059e-09
0.36,1.3043433e-08,-1.0915235334956488e-08,-4.3360505339133766e-08,-5.7963385758676765e-08,-5.2234574939515585e-08,-5.796338575867675e-08,-4.3360505339133686e-08,-1.0915235334956406e-08
0.37,1.385022e-08,-2.7153544429336377e-08,-6.615126707749499e-08,-8.026267712186847e-08,-7.304206296432934e-08,-8.026267712186842e-08,-6.615126707749487e-08,-2.7153544429336278e-08
0.38,1.4618786e-08,-4.3007293876052706e-08,-8.737119603757959e-08,-1.0128154013601286e-07,-9.447231966825138e-08,-1.0128154013601281e-07,-8.737119603757942e-08,-4.300729387605261e-08
0.39,1.542298e-08,-5.789598324483438e-08,-1.067651517624289e-07,-1.210794553119549e-07,-1.1644172474044612e-07,-1.2107945531195483e-07,-1.0676515176242871e-07,-5.789598324483429e-08
0.4,1.6293105e-08,-7.125939539047447e-08,-1.2415923025225799e-07,-1.3977152056009812e-07,-1.3869076108723168e-07,-1.3977152056009802e-07,-1.2415923025225775e-07,-7.125939539047436e-08
0.41000000000000003,1.7151600000000002e-08,-8.25829535127821e-08,-1.3942777595267874e-07,-1.5746521592700765e-07,-1.6080145045633564e-07,-1.5746521592700747e-07,-1.3942777595267847e-07,-8.258295351278201e-08
0.42,1.7931078e-08,-9.147273237800643e-08,-1.525122507065213e-07,-1.742494529826594e-07,-1.8228427519223866e-07,-1.7424945298265921e-07,-1.5251225070652102e-07,-9.147273237800634e-08
0.43,1.8694660999999997e-08,-9.771148785052291e-08,-1.634278700431599e-07,-1.9017540426895872e-07,-2.0265649949723862e-07,-1.901754042689585e-07,-1.6342787004315964e-07,-9.77114878505228e-08
0.44,1.9515818000000002e-08,-1.0125253208708122e-07,-1.7223393408339588e-07,-2.0521173362906899e-07,-2.214786909504149e-07,-2.052117336290688e-07,-1.7223393408339559e-07,-1.0125253208708111e-07
0.45,2.0356622999999997e-08,-1.0218941136291064e-07,-1.789895859823368e-07,-2.191976662719124e-07,-2.3835980045251564e-07,-2.1919766627191225e-07,-1.7898958598233647e-07,-1.0218941136291051e-07
0.46,2.1183951999999998e-08,-1.0078675694738113e-07,-1.8378693613608512e-07,-2.3188986234428734e-07,-2.5302043596922546e-07,-2.3188986234428718e-07,-1.837869361360848e-07,-1.0078675694738097e-07
0.47000000000000003,2.2025449999999998e-08,-9.74502053549545e-08,-1.8673695639466858e-07,-2.4297582825536516e-07,-2.6528636871558023e-07,-2.42975828255365e-07,-1.8673695639466824e-07,-9.745020535495431e-08
0.48,2.2920647999999998e-08,-9.267654664211413e-08,-1.879571837696781e-07,-2.5210080792615996e-07,-2.750655071234335e-07,-2.5210080792615975e-07,-1.879571837696778e-07,-9.267654664211397e-08
0.49,2.3878171e-08,-8.700321135262864e-08,-1.87564346094418e-07,-2.589043357594523e-07,-2.823149755575205e-07,-2.5890433575945225e-07,-1.8756434609441774e-07,-8.700321135262844e-08
0.5,2.482661e-08,-8.094990286502199e-08,-1.8566562584029356e-07,-2.63055811275031e-07,-2.870017270030416e-07,-2.63055811275031e-07,-1.8566562584029332e-07,-8.094990286502179e-08
0.51,2.5676953e-08,-7.498160385366833e-08,-1.8236234213679405e-07,-2.642954368652874e-07,-2.890766127494163e-07,-2.6429543686528737e-07,-1.8236234213679378e-07,-7.498160385366813e-08
0.52,2.6407243e-08,-6.947310035027426e-08,-1.7775400337513377e-07,-2.6246546788461126e-07,-2.8845907392347603e-07,-2.624654678846113e-07,-1.777540033751335e-07,-6.947310035027409e-08
0.53,2.7151506e-08,-6.469528260545752e-08,-1.7195498564263128e-07,-2.5753970657119593e-07,-2.8504766477555027e-07,-2.575397065711959e-07,-1.7195498564263106e-07,-6.469528260545737e-08
0.54,2.8097195e-08,-6.078819704280964e-08,-1.6509664993275746e-07,-2.496254416608233e-07,-2.787333593062869e-07,-2.4962544166082326e-07,-1.6509664993275732e-07,-6.078819704280952e-08
0.55,2.9231817999999998e-08,-5.76994087966099e-08,-1.5727259508150757e-07,-2.388958746232816e-07,-2.693701483349417e-07,-2.388958746232816e-07,-1.5727259508150743e-07,-5.769940879660978e-08
0.56,3.0400636e-08,-5.522794908715106e-08,-1.4856287283534256e-07,-2.2559462002192765e-07,-2.568373168983894e-07,-2.2559462002192765e-07,-1.485628728353424e-07,-5.5227949087151005e-08
0.5700000000000001,3.1499711e-08,-5.306705178897972e-08,-1.3903165186722418e-07,-2.1001000735710643e-07,-2.410802500497283e-07,-2.1001000735710643e-07,-1.3903165186722407e-07,-5.306705178897968e-08
0.58,3.2674697e-08,-5.088490694844101e-08,-1.2876201060105962e-07,-1.9248804158458494e-07,-2.2218724582087699e-07,-1.9248804158458496e-07,-1.2876201060105954e-07,-5.088490694844101e-08
0.59,3.4159528999999995e-08,-4.833736137607899e-08,-1.1782864852266611e-07,-1.7338615796195804e-07,-2.003932636280293e-07,-1.7338615796195806e-07,-1.1782864852266603e-07,-4.833736137607903e-08
0.6,3.5914463999999996e-08,-4.502926596938384e-08,-1.0622294599801895e-07,-1.5298481799579071e-07,-1.7601966806379185e-07,-1.5298481799579071e-07,-1.062229459980189e-07,-4.5029265969383866e-08
0.61,3.7735978e-08,-4.0600638979993646e-08,-9.388903489047455e-08,-1.3151521474428473e-07,-1.495038937923766e-07,-1.3151521474428479e-07,-9.388903489047452e-08,-4.0600638979993685e-08
0.62,3.9485359e-08,-3.480172729840667e-08,-8.075916299256403e-08,-1.0919178301986363e-07,-1.2140857765939474e-07,-1.0919178301986366e-07,-8.0759162992564e-08,-3.480172729840671e-08
0.63,4.1137867e-08,-2.7501089027218975e-08,-6.67419925897923e-08,-8.619841659166336e-08,-9.236311594591521e-08,-8.61984165916633e-08,-6.674199258979228e-08,-2.750108902721904e-08
0.64,4.2718996e-08,-1.8698086374136922e-08,-5.174496022891591e-08,-6.27074845994358e-08,-6.302454329207519e-08,-6.270748459943584e-08,-5.174496022891594e-08,-1.8698086374136988e-08
0.65,4.4144468e-08,-8.486112898006004e-09,-3.5664152605364544e-08,-3.886158589048553e-08,-3.399657792145807e-08,-3.886158589048557e-08,-3.566415260536457e-08,-8.48611289800605e-09
0.66,4.5209996999999995e-08,2.9813391674272894e-09,-1.8386964366990107e-08,-1.4763707902191198e-08,-5.7621426256816664e-09,-1.4763707902191225e-08,-1.838696436699012e-08,2.98133916742723e-09
