time,Y_ground_disp,Y_floor_1_abs,Y_floor_2_abs,Y_floor_3_abs,Y_floor_4_abs,Y_floor_5_abs,Y_floor_6_abs,Y_floor_7_abs
0.23,-1.559845e-05,-1.001183463256997e-05,-5.605354765124785e-06,-2.4640243995927542e-06,-1.2686668865812126e-06,-2.4640243995927525e-06,-5.605354765124793e-06,-1.0011834632569973e-05
0.23500000000000001,-1.628239e-05,-1.0560397457150864e-05,-6.03469609886478e-06,-2.8000577675426977e-06,-1.5563623546748638e-06,-2.800057767542696e-06,-6.034696098864787e-06,-1.0560397457150868e-05
0.24,-1.698094e-05,-1.1125354713643625e-05,-6.482199330497598e-06,-3.1639353427330875e-06,-1.8788811619067882e-06,-3.163935342733086e-06,-6.482199330497607e-06,-1.1125354713643626e-05
0.245,-1.7694080000000003e-05,-1.1706909779943888e-05,-6.948335597164079e-06,-3.556134672525513e-06,-2.2371335405890744e-06,-3.5561346725255112e-06,-6.9483355971640875e-06,-1.1706909779943892e-05
0.25,-1.842182e-05,-1.2305294969529066e-05,-7.433701905015465e-06,-3.9771319493291275e-06,-2.6318560266542776e-06,-3.977131949329126e-06,-7.433701905015474e-06,-1.2305294969529069e-05
0.255,-1.916414e-05,-1.292071615352792e-05,-7.938955875247142e-06,-4.427349814008135e-06,-3.0635504347907554e-06,-4.427349814008134e-06,-7.93895587524715e-06,-1.2920716153527924e-05
0.26,-1.992104e-05,-1.3553403831816872e-05,-8.46485263456106e-06,-4.907208634929366e-06,-3.532532098530848e-06,-4.9072086349293645e-06,-8.464852634561068e-06,-1.3553403831816877e-05
0.265,-2.069252e-05,-1.4203598774209646e-05,-9.012214193554909e-06,-5.417111306250952e-06,-4.038917689310238e-06,-5.417111306250952e-06,-9.01221419355492e-06,-1.420359877420965e-05
0.27,-2.147857e-05,-1.4871544857709927e-05,-9.581903137281114e-06,-5.957432502922867e-06,-4.582623446404217e-06,-5.957432502922871e-06,-9.581903137281122e-06,-1.4871544857709933e-05
0.275,-2.227919e-05,-1.5557515290450026e-05,-1.0174829123515612e-05,-6.528540661996424e-06,-5.163401893015298e-06,-6.528540661996424e-06,-1.017482912351562e-05,-1.5557515290450033e-05
0.28,-2.309437e-05,-1.6261795532796833e-05,-1.0791910819676827e-05,-7.130774572251917e-06,-5.780838361952247e-06,-7.130774572251917e-06,-1.0791910819676837e-05,-1.626179553279684e-05
0.28500000000000003,-2.392411e-05,-1.698470962283959e-05,-1.1434082247593558e-05,-7.764463466038133e-06,-6.434395598810996e-06,-7.764463466038136e-06,-1.1434082247593569e-05,-1.6984709622839597e-05
0.29,-2.47684e-05,-1.7726601273635257e-05,-1.2102254225987067e-05,-8.429900747830006e-06,-7.1234156363020475e-06,-8.429900747830009e-06,-1.2102254225987081e-05,-1.7726601273635264e-05
0.295,-2.562723e-05,-1.848784732457291e-05,-1.2797310579910297e-05,-9.127351137568887e-06,-7.847157765720384e-06,-9.12735113756889e-06,-1.279731057991031e-05,-1.8487847324572917e-05
0.3,-2.650062e-05,-1.9268887120288506e-05,-1.3520121896569401e-05,-9.857073660021032e-06,-8.604853850352582e-06,-9.857073660021036e-06,-1.3520121896569415e-05,-1.9268887120288517e-05
0.305,-2.738853e-05,-2.007013408844857e-05,-1.4271444952358327e-05,-1.0619228892779172e-05,-9.395648277459201e-06,-1.0619228892779172e-05,-1.427144495235834e-05,-2.0070134088448575e-05
0.31,-2.829098e-05,-2.0892091599208174e-05,-1.505202892326234e-05,-1.1413991413890085e-05,-1.0218742236509552e-05,-1.1413991413890085e-05,-1.5052028923262354e-05,-2.089209159920818e-05
0.315,-2.920796e-05,-2.1735259784671593e-05,-1.5862516601242637e-05,-1.2241456091199235e-05,-1.107332987453857e-05,-1.2241456091199235e-05,-1.586251660124265e-05,-2.17352597846716e-05
0.32,-3.013946e-05,-2.2600159220368695e-05,-1.67034653225944e-05,-1.3101662867753761e-05,-1.195864985410831e-05,-1.3101662867753761e-05,-1.6703465322594417e-05,-2.2600159220368705e-05
0.325,-3.108548e-05,-2.3487335104373782e-05,-1.7575352506490788e-05,-1.3994605428015953e-05,-1.2874016817636197e-05,-1.3994605428015953e-05,-1.75753525064908e-05,-2.348733510437379e-05
0.33,-3.204602e-05,-2.4397337178235037e-05,-1.8478559641242685e-05,-1.4920217572986316e-05,-1.3818825751007274e-05,-1.492021757298632e-05,-1.84785596412427e-05,-2.4397337178235043e-05
0.335,-3.302106e-05,-2.5330690640452522e-05,-1.9413350949699218e-05,-1.58783540125331e-05,-1.4792545431711281e-05,-1.5878354012533104e-05,-1.9413350949699232e-05,-2.5330690640452532e-05
0.34,-3.40106e-05,-2.62879244259096e-05,-2.037991153016697e-05,-1.6868830334107818e-05,-1.5794765299530865e-05,-1.686883033410782e-05,-2.0379911530166983e-05,-2.6287924425909608e-05
0.34500000000000003,-3.5014640000000005e-05,-2.726954033961142e-05,-2.13783292371135e-05,-1.7891406815643857e-05,-1.682518033939123e-05,-1.7891406815643857e-05,-2.1378329237113515e-05,-2.7269540339611423e-05
0.35000000000000003,-3.603317e-05,-2.8275990589953106e-05,-2.2408586163637888e-05,-1.8945781823159553e-05,-1.788357975909281e-05,-1.894578182315956e-05,-2.2408586163637905e-05,-2.827599058995311e-05
0.355,-3.706619e-05,-2.9307686210001578e-05,-2.3470582858281964e-05,-2.0031618214696278e-05,-1.896986326134652e-05,-2.0031618214696278e-05,-2.3470582858281978e-05,-2.9307686210001584e-05
0.36,-3.81137e-05,-3.0364974369201564e-05,-2.4564131556949363e-05,-2.1148538798059847e-05,-2.008402143499536e-05,-2.114853879805985e-05,-2.456413155694938e-05,-3.036497436920157e-05
0.365,-3.917568e-05,-3.144810876368487e-05,-2.568894320812749e-05,-2.229611578568594e-05,-2.122610597754948e-05,-2.229611578568594e-05,-2.5688943208127506e-05,-3.144810876368488e-05
0.37,-4.0252129999999996e-05,-3.255727874637491e-05,-2.6844672287818754e-05,-2.3473917904229825e-05,-2.239625422012955e-05,-2.3473917904229825e-05,-2.6844672287818767e-05,-3.2557278746374913e-05
0.375,-4.134305e-05,-3.36925810984918e-05,-2.8030903909163455e-05,-2.468149972355156e-05,-2.3594653549971856e-05,-2.4681499723551564e-05,-2.803090390916347e-05,-3.369258109849181e-05
0.38,-4.244843e-05,-3.4854002083624996e-05,-2.9247149300101473e-05,-2.591839886719397e-05,-2.482151238951532e-05,-2.5918398867193975e-05,-2.9247149300101487e-05,-3.4854002083625e-05
0.385,-4.356827e-05,-3.604143543484888e-05,-3.049287599760646e-05,-2.7184167456682834e-05,-2.6077065208568984e-05,-2.7184167456682834e-05,-3.0492875997606476e-05,-3.6041435434848886e-05
0.39,-4.470256e-05,-3.7254657179688035e-05,-3.176749227780429e-05,-2.8478356878780482e-05,-2.7361531660963014e-05,-2.8478356878780482e-05,-3.1767492277804305e-05,-3.725465717968804e-05
0.395,-4.5851290000000005e-05,-3.8493335759564654e-05,-3.307036506123106e-05,-2.9800535115354374e-05,-2.8675110122419764e-05,-2.9800535115354377e-05,-3.3070365061231075e-05,-3.849333575956466e-05
0.4,-4.701446e-05,-3.975704326048221e-05,-3.440083590224014e-05,-3.1150300859419095e-05,-3.0017970688948906e-05,-3.1150300859419095e-05,-3.4400835902240156e-05,-3.975704326048222e-05
0.405,-4.819207e-05,-4.104525057568485e-05,-3.575821882727161e-05,-3.2527278243257396e-05,-3.1390232254496725e-05,-3.25272782432574e-05,-3.575821882727162e-05,-4.104525057568486e-05
0.41000000000000003,-4.938411e-05,-4.2357322993984146e-05,-3.714179549790705e-05,-3.39311073622534e-05,-3.279193938178574e-05,-3.393110736225341e-05,-3.7141795497907065e-05,-4.235732299398415e-05
0.41500000000000004,-5.0590569999999994e-05,-4.369253870741253e-05,-3.8550831263433937e-05,-3.536145432450883e-05,-3.4223063133145786e-05,-3.5361454324508836e-05,-3.855083126343395e-05,-4.3692538707412535e-05
