time,X_ground_disp,X_floor_1_abs,X_floor_2_abs,X_floor_3_abs,X_floor_4_abs,X_floor_5_abs,X_floor_6_abs,X_floor_7_abs
0.13,7.466457e-08,3.4419622638025005e-08,1.2501854963538916e-08,6.5501442363555e-09,6.1072964230762594e-09,6.5501442363554205e-09,1.2501854963538916e-08,3.441962263802501e-08
0.135,8.053258e-08,4.0673876817840596e-08,1.832976993103768e-08,1.1936117823088182e-08,1.14057178025448e-08,1.1936117823088156e-08,1.8329769931037667e-08,4.067387681784058e-08
0.14,8.662398999999999e-08,4.7152787986826994e-08,2.4367524506238218e-08,1.740415767159608e-08,1.672291685585147e-08,1.740415767159604e-08,2.436752450623823e-08,4.7152787986826994e-08
0.145,9.293814000000001e-08,5.384537721006622e-08,3.061288178105922e-08,2.2960809363558027e-08,2.2064653839793997e-08,2.2960809363557974e-08,3.061288178105921e-08,5.3845377210066204e-08
0.15,9.947449e-08,6.074080573106114e-08,3.706208776483788e-08,2.8613193304717143e-08,2.743827775660307e-08,2.8613193304717116e-08,3.706208776483788e-08,6.074080573106112e-08
0.155,1.0623330000000001e-07,6.782868796278602e-08,4.371004629500386e-08,3.436895666144212e-08,3.285279852806651e-08,3.436895666144208e-08,4.371004629500385e-08,6.7828687962786e-08
0.16,1.132155e-07,7.509893019410387e-08,5.055007097497468e-08,4.023574456276406e-08,3.831845418464071e-08,4.023574456276403e-08,5.055007097497467e-08,7.509893019410386e-08
0.165,1.204224e-07,8.254225888918305e-08,5.7574409933583844e-08,4.6221401743625285e-08,4.384697874061172e-08,4.622140174362526e-08,5.757440993358383e-08,8.254225888918302e-08
0.17,1.278551e-07,9.015070833288389e-08,6.477479146169208e-08,5.23341575493465e-08,4.945181610247483e-08,5.233415754934646e-08,6.477479146169208e-08,9.015070833288387e-08
0.17500000000000002,1.35513e-07,9.791693759934914e-08,7.214189549437919e-08,5.8581716411772114e-08,5.514719829604777e-08,5.8581716411772074e-08,7.214189549437917e-08,9.791693759934913e-08
0.18,1.433951e-07,1.0583528818203202e-07,7.966662957191001e-08,6.49721384103043e-08,6.094896742679366e-08,6.497213841030427e-08,7.966662957190999e-08,1.0583528818203199e-07
0.185,1.514999e-07,1.1390084464042758e-07,8.733947921244926e-08,7.151279707617237e-08,6.687342762846587e-08,7.151279707617233e-08,8.733947921244925e-08,1.1390084464042755e-07
0.19,1.598266e-07,1.2210968818326498e-07,9.51510700644925e-08,7.821055878319059e-08,7.293737001462435e-08,7.821055878319053e-08,9.515107006449249e-08,1.2210968818326495e-07
0.195,1.6837549999999998e-07,1.3045905521699934e-07,1.0309265657808546e-07,8.507191575257431e-08,7.915800603445467e-08,8.507191575257426e-08,1.0309265657808545e-07,1.3045905521699928e-07
0.2,1.771472e-07,1.3894672357549386e-07,1.1115582148248039e-07,9.210236311821604e-08,8.555210285720851e-08,9.2102363118216e-08,1.1115582148248039e-07,1.3894672357549386e-07
0.20500000000000002,1.861427e-07,1.475716192395607e-07,1.193333954898575e-07,9.930704343032143e-08,9.213635162581394e-08,9.93070434303214e-08,1.193333954898575e-07,1.475716192395607e-07
0.21,1.953628e-07,1.5633356102706953e-07,1.2761948602654116e-07,1.0669054956168788e-07,9.892686654377151e-08,1.0669054956168784e-07,1.2761948602654116e-07,1.563335610270695e-07
0.215,2.0480749999999998e-07,1.652329019410358e-07,1.3600939075699556e-07,1.1425667096813997e-07,1.059386104760438e-07,1.1425667096813991e-07,1.3600939075699554e-07,1.6523290194103578e-07
0.22,2.144769e-07,1.7427115786497358e-07,1.4450045628694087e-07,1.2200914157919666e-07,1.1318581512903273e-07,1.2200914157919663e-07,1.4450045628694087e-07,1.7427115786497355e-07
0.225,2.2437089999999997e-07,1.834501369108294e-07,1.5309140477666483e-07,1.299509165246671e-07,1.2068093565597778e-07,1.2995091652466704e-07,1.5309140477666485e-07,1.834501369108294e-07
0.23,2.344902e-07,1.9277232109010369e-07,1.6178284544759487e-07,1.380846887667689e-07,1.2843486176463668e-07,1.3808468876676883e-07,1.6178284544759493e-07,1.9277232109010369e-07
0.23500000000000001,2.4483579999999997e-07,2.022404357285063e-07,1.7057691970478547e-07,1.464125954312621e-07,1.3645634807131187e-07,1.4641259543126205e-07,1.705769197047855e-07,2.022404357285063e-07
0.24,2.554086e-07,2.118576897324739e-07,1.7947754726550948e-07,1.5493657273918754e-07,1.447521330362866e-07,1.5493657273918748e-07,1.794775472655095e-07,2.1185768973247394e-07
